country,year,age,rate
Canada,2004,35-54 years,8.58
Canada,2004,55-74 years,6.29
Canada,2004,25-34 years,5.25
Canada,2004,15-24 years,4.75
Canada,2004,75+ years,3.72
Canada,2004,5-14 years,0.56
Canada,2005,35-54 years,8.33
Canada,2005,15-24 years,6.11
Canada,2005,55-74 years,5.33
Canada,2005,75+ years,4.79
Canada,2005,25-34 years,4.39
Canada,2005,5-14 years,1.28
Canada,2006,35-54 years,7.21
Canada,2006,55-74 years,6.09
Canada,2006,25-34 years,5.42
Canada,2006,15-24 years,3.95
Canada,2006,75+ years,3.71
Canada,2006,5-14 years,0.94
Canada,2007,35-54 years,7.95
Canada,2007,55-74 years,5.93
Canada,2007,15-24 years,5.26
Canada,2007,25-34 years,5.11
Canada,2007,75+ years,4.1
Canada,2007,5-14 years,0.79
Canada,2008,35-54 years,8.2
Canada,2008,55-74 years,7.05
Canada,2008,15-24 years,5.34
Canada,2008,25-34 years,5.24
Canada,2008,75+ years,2.93
Canada,2008,5-14 years,0.48
Canada,2009,35-54 years,7.97
Canada,2009,15-24 years,5.81
Canada,2009,55-74 years,5.66
Canada,2009,25-34 years,5.19
Canada,2009,75+ years,3.48
Canada,2009,5-14 years,0.65
Canada,2010,35-54 years,7.97
Canada,2010,55-74 years,6.75
Canada,2010,25-34 years,6.59
Canada,2010,15-24 years,5.13
Canada,2010,75+ years,3.64
Canada,2010,5-14 years,0.71
Canada,2011,35-54 years,7.75
Canada,2011,15-24 years,6.0
Canada,2011,55-74 years,5.92
Canada,2011,25-34 years,5.65
Canada,2011,75+ years,4.02
Canada,2011,5-14 years,0.99
Canada,2012,35-54 years,7.67
Canada,2012,55-74 years,6.42
Canada,2012,15-24 years,6.07
Canada,2012,25-34 years,5.37
Canada,2012,75+ years,3.24
Canada,2012,5-14 years,0.94
Canada,2013,35-54 years,7.99
Canada,2013,55-74 years,6.56
Canada,2013,15-24 years,6.1
Canada,2013,25-34 years,5.55
Canada,2013,75+ years,4.61
Canada,2013,5-14 years,1.1
Chile,1985,55-74 years,3.31
Chile,1985,35-54 years,3.19
Chile,1985,15-24 years,2.22
Chile,1985,75+ years,2.12
Chile,1985,25-34 years,1.98
Chile,1985,5-14 years,0.08
Chile,1986,15-24 years,3.0
Chile,1986,35-54 years,2.83
Chile,1986,25-34 years,2.55
Chile,1986,55-74 years,2.28
Chile,1986,75+ years,2.03
Chile,1986,5-14 years,0.34
Chile,1987,55-74 years,3.41
Chile,1987,15-24 years,3.0
Chile,1987,25-34 years,2.78
Chile,1987,35-54 years,2.54
Chile,1987,5-14 years,0.08
Chile,1987,75+ years,0.0
Chile,1988,15-24 years,3.08
Chile,1988,55-74 years,2.73
Chile,1988,35-54 years,2.41
Chile,1988,75+ years,1.74
Chile,1988,25-34 years,1.74
Chile,1988,5-14 years,0.49
Chile,1989,35-54 years,2.41
Chile,1989,15-24 years,2.12
Chile,1989,25-34 years,2.06
Chile,1989,75+ years,1.71
Chile,1989,55-74 years,1.68
Chile,1989,5-14 years,0.16
Chile,1990,55-74 years,2.6
Chile,1990,35-54 years,2.4
Chile,1990,25-34 years,2.32
Chile,1990,15-24 years,1.87
Chile,1990,75+ years,1.75
Chile,1990,5-14 years,0.24
Chile,1991,35-54 years,2.89
Chile,1991,15-24 years,2.79
Chile,1991,75+ years,2.68
Chile,1991,25-34 years,2.48
Chile,1991,55-74 years,2.13
Chile,1991,5-14 years,0.56
Chile,1992,15-24 years,2.38
Chile,1992,25-34 years,2.07
Chile,1992,35-54 years,1.79
Chile,1992,55-74 years,1.56
Chile,1992,5-14 years,0.24
Chile,1992,75+ years,0.0
Chile,1993,35-54 years,2.89
Chile,1993,55-74 years,2.3
Chile,1993,15-24 years,2.15
Chile,1993,25-34 years,1.99
Chile,1993,5-14 years,0.23
Chile,1993,75+ years,0.0
Chile,1994,25-34 years,2.14
Chile,1994,55-74 years,2.0
Chile,1994,35-54 years,1.86
Chile,1994,15-24 years,1.49
Chile,1994,75+ years,1.45
Chile,1994,5-14 years,0.3
Chile,1995,55-74 years,3.23
Chile,1995,15-24 years,2.62
Chile,1995,75+ years,2.16
Chile,1995,35-54 years,2.06
Chile,1995,25-34 years,1.64
Chile,1995,5-14 years,0.3
Chile,1996,15-24 years,2.87
Chile,1996,55-74 years,2.22
Chile,1996,35-54 years,2.12
Chile,1996,25-34 years,1.79
Chile,1996,75+ years,1.66
Chile,1996,5-14 years,0.29
Chile,1997,15-24 years,3.84
Chile,1997,35-54 years,2.22
Chile,1997,55-74 years,1.93
Chile,1997,25-34 years,1.78
Chile,1997,75+ years,1.6
Chile,1997,5-14 years,0.29
Chile,1998,75+ years,3.48
Chile,1998,15-24 years,3.01
Chile,1998,25-34 years,2.41
Chile,1998,35-54 years,2.16
Chile,1998,55-74 years,1.32
Chile,1998,5-14 years,0.29
Chile,1999,55-74 years,2.78
Chile,1999,15-24 years,2.75
Chile,1999,25-34 years,2.65
Chile,1999,35-54 years,2.05
Chile,1999,75+ years,1.87
Chile,1999,5-14 years,0.07
Chile,2000,55-74 years,4.16
Chile,2000,15-24 years,3.84
Chile,2000,35-54 years,3.59
Chile,2000,25-34 years,3.05
Chile,2000,75+ years,1.8
Chile,2000,5-14 years,0.43
Chile,2001,15-24 years,4.74
Chile,2001,25-34 years,4.27
Chile,2001,35-54 years,4.25
Chile,2001,75+ years,2.07
Chile,2001,55-74 years,1.93
Chile,2001,5-14 years,0.72
Chile,2002,35-54 years,4.91
Chile,2002,75+ years,4.31
Chile,2002,25-34 years,3.72
Chile,2002,15-24 years,3.66
Chile,2002,55-74 years,3.36
Chile,2002,5-14 years,0.36
Chile,2003,35-54 years,4.36
Chile,2003,25-34 years,4.31
Chile,2003,15-24 years,4.05
Chile,2003,75+ years,3.82
Chile,2003,55-74 years,3.66
Chile,2003,5-14 years,0.29
Chile,2004,25-34 years,5.39
Chile,2004,15-24 years,4.44
Chile,2004,35-54 years,4.36
Chile,2004,75+ years,3.37
Chile,2004,55-74 years,2.62
Chile,2004,5-14 years,0.37
Chile,2005,35-54 years,4.91
Chile,2005,15-24 years,4.61
Chile,2005,25-34 years,4.01
Chile,2005,55-74 years,3.63
Chile,2005,75+ years,1.77
Chile,2005,5-14 years,1.05
Chile,2006,35-54 years,5.67
Chile,2006,15-24 years,5.43
Chile,2006,25-34 years,4.0
Chile,2006,55-74 years,2.9
Chile,2006,75+ years,2.27
Chile,2006,5-14 years,0.45
Chile,2007,15-24 years,6.54
Chile,2007,25-34 years,6.03
Chile,2007,35-54 years,5.63
Chile,2007,55-74 years,3.58
Chile,2007,75+ years,2.46
Chile,2007,5-14 years,0.69
Chile,2008,15-24 years,7.94
Chile,2008,25-34 years,6.4
Chile,2008,35-54 years,5.87
Chile,2008,55-74 years,5.26
Chile,2008,75+ years,2.64
Chile,2008,5-14 years,1.24
Chile,2009,15-24 years,7.34
Chile,2009,25-34 years,6.83
Chile,2009,35-54 years,6.67
Chile,2009,55-74 years,4.68
Chile,2009,75+ years,3.06
Chile,2009,5-14 years,0.86
Chile,2010,15-24 years,6.47
Chile,2010,35-54 years,6.39
Chile,2010,25-34 years,6.2
Chile,2010,55-74 years,3.44
Chile,2010,75+ years,2.47
Chile,2010,5-14 years,0.79
Chile,2011,35-54 years,6.67
Chile,2011,25-34 years,5.26
Chile,2011,15-24 years,4.97
Chile,2011,55-74 years,3.7
Chile,2011,75+ years,3.35
Chile,2011,5-14 years,0.96
Chile,2012,35-54 years,5.79
Chile,2012,25-34 years,4.78
Chile,2012,15-24 years,4.49
Chile,2012,55-74 years,3.72
Chile,2012,75+ years,2.33
Chile,2012,5-14 years,0.56
Chile,2013,35-54 years,5.41
Chile,2013,15-24 years,4.38
Chile,2013,25-34 years,3.94
Chile,2013,55-74 years,3.74
Chile,2013,75+ years,3.17
Chile,2013,5-14 years,0.65
Chile,2014,35-54 years,5.25
Chile,2014,25-34 years,4.47
Chile,2014,15-24 years,4.27
Chile,2014,55-74 years,3.48
Chile,2014,75+ years,1.76
Chile,2014,5-14 years,0.73
Chile,2015,35-54 years,5.59
Chile,2015,55-74 years,5.05
Chile,2015,25-34 years,4.85
Chile,2015,15-24 years,4.76
Chile,2015,75+ years,4.46
Chile,2015,5-14 years,1.06
Colombia,1985,15-24 years,3.73
Colombia,1985,25-34 years,1.98
Colombia,1985,75+ years,1.72
Colombia,1985,35-54 years,1.29
Colombia,1985,55-74 years,1.04
Colombia,1985,5-14 years,0.3
Colombia,1986,15-24 years,3.77
Colombia,1986,25-34 years,2.06
Colombia,1986,55-74 years,1.11
Colombia,1986,35-54 years,1.06
Colombia,1986,5-14 years,0.29
Colombia,1986,75+ years,0.0
Colombia,1987,15-24 years,3.4
Colombia,1987,25-34 years,1.09
Colombia,1987,35-54 years,0.98
Colombia,1987,55-74 years,0.83
Colombia,1987,75+ years,0.78
Colombia,1987,5-14 years,0.24
Colombia,1988,15-24 years,2.44
Colombia,1988,75+ years,2.24
Colombia,1988,25-34 years,1.5
Colombia,1988,35-54 years,0.9
Colombia,1988,55-74 years,0.32
Colombia,1988,5-14 years,0.23
Colombia,1989,15-24 years,2.24
Colombia,1989,25-34 years,1.6
Colombia,1989,75+ years,1.44
Colombia,1989,35-54 years,1.13
Colombia,1989,5-14 years,0.33
Colombia,1989,55-74 years,0.31
Colombia,1990,15-24 years,2.71
Colombia,1990,25-34 years,1.41
Colombia,1990,35-54 years,1.28
Colombia,1990,55-74 years,1.07
Colombia,1990,75+ years,1.05
Colombia,1990,5-14 years,0.18
Colombia,1991,15-24 years,2.85
Colombia,1991,25-34 years,1.8
Colombia,1991,35-54 years,1.1
Colombia,1991,75+ years,1.0
Colombia,1991,55-74 years,0.75
Colombia,1991,5-14 years,0.22
Colombia,1992,15-24 years,3.33
Colombia,1992,25-34 years,1.77
Colombia,1992,35-54 years,1.47
Colombia,1992,55-74 years,0.46
Colombia,1992,5-14 years,0.45
Colombia,1992,75+ years,0.36
Colombia,1993,15-24 years,3.03
Colombia,1993,25-34 years,1.72
Colombia,1993,55-74 years,1.19
Colombia,1993,35-54 years,1.06
Colombia,1993,5-14 years,0.21
Colombia,1993,75+ years,0.0
Colombia,1994,15-24 years,3.89
Colombia,1994,25-34 years,1.86
Colombia,1994,55-74 years,1.37
Colombia,1994,35-54 years,1.24
Colombia,1994,75+ years,0.68
Colombia,1994,5-14 years,0.36
Colombia,1995,15-24 years,3.22
Colombia,1995,25-34 years,1.67
Colombia,1995,35-54 years,1.63
Colombia,1995,55-74 years,1.07
Colombia,1995,75+ years,0.3
Colombia,1995,5-14 years,0.24
Colombia,1996,15-24 years,3.31
Colombia,1996,25-34 years,1.74
Colombia,1996,35-54 years,1.09
Colombia,1996,55-74 years,0.98
Colombia,1996,75+ years,0.85
Colombia,1996,5-14 years,0.41
Colombia,1997,15-24 years,3.15
Colombia,1997,25-34 years,2.08
Colombia,1997,35-54 years,1.36
Colombia,1997,55-74 years,1.08
Colombia,1997,75+ years,0.82
Colombia,1997,5-14 years,0.41
Colombia,1998,15-24 years,6.52
Colombia,1998,25-34 years,2.87
Colombia,1998,35-54 years,2.02
Colombia,1998,5-14 years,1.12
Colombia,1998,55-74 years,1.11
Colombia,1998,75+ years,0.78
Colombia,1999,15-24 years,6.22
Colombia,1999,25-34 years,2.86
Colombia,1999,35-54 years,1.98
Colombia,1999,5-14 years,1.09
Colombia,1999,55-74 years,1.01
Colombia,1999,75+ years,0.76
Colombia,2000,15-24 years,6.68
Colombia,2000,25-34 years,2.82
Colombia,2000,35-54 years,2.1
Colombia,2000,75+ years,1.46
Colombia,2000,5-14 years,1.35
Colombia,2000,55-74 years,1.32
Colombia,2001,15-24 years,7.59
Colombia,2001,25-34 years,3.07
Colombia,2001,55-74 years,1.66
Colombia,2001,35-54 years,1.45
Colombia,2001,5-14 years,1.07
Colombia,2001,75+ years,0.94
Colombia,2002,15-24 years,7.34
Colombia,2002,25-34 years,2.68
Colombia,2002,35-54 years,1.6
Colombia,2002,5-14 years,1.53
Colombia,2002,55-74 years,1.49
Colombia,2002,75+ years,0.9
Colombia,2003,15-24 years,7.38
Colombia,2003,25-34 years,2.7
Colombia,2003,35-54 years,1.84
Colombia,2003,55-74 years,1.79
Colombia,2003,75+ years,1.3
Colombia,2003,5-14 years,1.15
Colombia,2004,15-24 years,6.03
Colombia,2004,25-34 years,2.62
Colombia,2004,75+ years,1.89
Colombia,2004,35-54 years,1.58
Colombia,2004,55-74 years,1.42
Colombia,2004,5-14 years,0.99
Colombia,2005,15-24 years,5.48
Colombia,2005,25-34 years,2.65
Colombia,2005,35-54 years,1.58
Colombia,2005,55-74 years,1.26
Colombia,2005,75+ years,1.02
Colombia,2005,5-14 years,0.68
Colombia,2006,15-24 years,4.77
Colombia,2006,25-34 years,2.69
Colombia,2006,35-54 years,1.6
Colombia,2006,55-74 years,1.48
Colombia,2006,5-14 years,0.98
Colombia,2006,75+ years,0.78
Colombia,2007,15-24 years,5.02
Colombia,2007,25-34 years,2.89
Colombia,2007,35-54 years,1.43
Colombia,2007,5-14 years,0.98
Colombia,2007,55-74 years,0.68
Colombia,2007,75+ years,0.56
Colombia,2008,15-24 years,4.96
Colombia,2008,25-34 years,2.29
Colombia,2008,35-54 years,1.4
Colombia,2008,55-74 years,1.1
Colombia,2008,5-14 years,1.06
Colombia,2008,75+ years,0.9
Colombia,2009,15-24 years,4.98
Colombia,2009,25-34 years,1.9
Colombia,2009,55-74 years,1.79
Colombia,2009,35-54 years,1.46
Colombia,2009,5-14 years,0.79
Colombia,2009,75+ years,0.52
Colombia,2010,15-24 years,4.5
Colombia,2010,25-34 years,2.03
Colombia,2010,35-54 years,1.19
Colombia,2010,5-14 years,0.97
Colombia,2010,75+ years,0.84
Colombia,2010,55-74 years,0.59
Colombia,2011,15-24 years,3.83
Colombia,2011,25-34 years,1.77
Colombia,2011,35-54 years,1.41
Colombia,2011,55-74 years,1.03
Colombia,2011,5-14 years,0.85
Colombia,2011,75+ years,0.65
Colombia,2012,15-24 years,3.65
Colombia,2012,25-34 years,1.85
Colombia,2012,55-74 years,1.39
Colombia,2012,35-54 years,1.33
Colombia,2012,75+ years,0.93
Colombia,2012,5-14 years,0.83
Colombia,2013,15-24 years,3.43
Colombia,2013,25-34 years,2.04
Colombia,2013,35-54 years,1.59
Colombia,2013,55-74 years,1.33
Colombia,2013,5-14 years,0.91
Colombia,2013,75+ years,0.75
Colombia,2014,15-24 years,3.23
Colombia,2014,25-34 years,2.05
Colombia,2014,55-74 years,1.34
Colombia,2014,35-54 years,1.27
Colombia,2014,75+ years,0.72
Colombia,2014,5-14 years,0.69
Colombia,2015,15-24 years,4.32
Colombia,2015,25-34 years,2.75
Colombia,2015,35-54 years,1.46
Colombia,2015,75+ years,1.4
Colombia,2015,55-74 years,1.34
Colombia,2015,5-14 years,1.13
Costa Rica,1985,15-24 years,2.91
Costa Rica,1985,25-34 years,1.4
Costa Rica,1985,35-54 years,1.39
Costa Rica,1985,55-74 years,1.03
Costa Rica,1985,5-14 years,0.35
Costa Rica,1985,75+ years,0.0
Costa Rica,1986,15-24 years,2.48
Costa Rica,1986,55-74 years,1.01
Costa Rica,1986,25-34 years,0.91
Costa Rica,1986,35-54 years,0.9
Costa Rica,1986,5-14 years,0.34
Costa Rica,1986,75+ years,0.0
Costa Rica,1987,25-34 years,3.48
Costa Rica,1987,15-24 years,2.37
Costa Rica,1987,35-54 years,2.16
Costa Rica,1987,5-14 years,0.65
Costa Rica,1987,55-74 years,0.0
Costa Rica,1987,75+ years,0.0
Costa Rica,1988,15-24 years,2.64
Costa Rica,1988,25-34 years,2.54
Costa Rica,1988,35-54 years,1.26
Costa Rica,1988,5-14 years,0.0
Costa Rica,1988,55-74 years,0.0
Costa Rica,1988,75+ years,0.0
Costa Rica,1989,15-24 years,4.26
Costa Rica,1989,35-54 years,3.44
Costa Rica,1989,25-34 years,2.79
Costa Rica,1989,55-74 years,0.87
Costa Rica,1989,5-14 years,0.6
Costa Rica,1989,75+ years,0.0
Costa Rica,1990,75+ years,4.2
Costa Rica,1990,35-54 years,2.2
Costa Rica,1990,15-24 years,1.77
Costa Rica,1990,55-74 years,1.68
Costa Rica,1990,25-34 years,1.16
Costa Rica,1990,5-14 years,0.29
Costa Rica,1991,15-24 years,3.5
Costa Rica,1991,35-54 years,2.09
Costa Rica,1991,25-34 years,1.12
Costa Rica,1991,5-14 years,0.0
Costa Rica,1991,55-74 years,0.0
Costa Rica,1991,75+ years,0.0
Costa Rica,1992,25-34 years,4.4
Costa Rica,1992,15-24 years,1.73
Costa Rica,1992,55-74 years,1.56
Costa Rica,1992,35-54 years,1.33
Costa Rica,1992,5-14 years,0.0
Costa Rica,1992,75+ years,0.0
Costa Rica,1993,25-34 years,3.24
Costa Rica,1993,35-54 years,2.86
Costa Rica,1993,55-74 years,2.27
Costa Rica,1993,15-24 years,2.05
Costa Rica,1993,5-14 years,0.0
Costa Rica,1993,75+ years,0.0
Costa Rica,1994,15-24 years,3.35
Costa Rica,1994,25-34 years,3.2
Costa Rica,1994,55-74 years,2.19
Costa Rica,1994,35-54 years,2.12
Costa Rica,1994,5-14 years,0.0
Costa Rica,1994,75+ years,0.0
Costa Rica,1995,15-24 years,4.03
Costa Rica,1995,35-54 years,3.08
Costa Rica,1995,55-74 years,2.73
Costa Rica,1995,25-34 years,2.36
Costa Rica,1995,5-14 years,0.25
Costa Rica,1995,75+ years,0.0
Costa Rica,1996,15-24 years,3.52
Costa Rica,1996,25-34 years,2.01
Costa Rica,1996,55-74 years,1.21
Costa Rica,1996,35-54 years,1.02
Costa Rica,1996,5-14 years,0.26
Costa Rica,1996,75+ years,0.0
Costa Rica,1997,15-24 years,4.34
Costa Rica,1997,75+ years,2.47
Costa Rica,1997,35-54 years,1.46
Costa Rica,1997,25-34 years,1.33
Costa Rica,1997,55-74 years,0.58
Costa Rica,1997,5-14 years,0.51
Costa Rica,1998,25-34 years,2.65
Costa Rica,1998,75+ years,2.36
Costa Rica,1998,15-24 years,1.8
Costa Rica,1998,35-54 years,1.17
Costa Rica,1998,55-74 years,0.56
Costa Rica,1998,5-14 years,0.51
Costa Rica,1999,15-24 years,2.32
Costa Rica,1999,25-34 years,1.98
Costa Rica,1999,35-54 years,1.34
Costa Rica,1999,55-74 years,1.08
Costa Rica,1999,5-14 years,0.25
Costa Rica,1999,75+ years,0.0
Costa Rica,2000,25-34 years,3.6
Costa Rica,2000,75+ years,2.15
Costa Rica,2000,15-24 years,1.97
Costa Rica,2000,55-74 years,1.56
Costa Rica,2000,35-54 years,1.07
Costa Rica,2000,5-14 years,0.25
Costa Rica,2001,25-34 years,2.93
Costa Rica,2001,15-24 years,2.47
Costa Rica,2001,75+ years,2.04
Costa Rica,2001,35-54 years,1.66
Costa Rica,2001,5-14 years,0.25
Costa Rica,2001,55-74 years,0.0
Costa Rica,2002,15-24 years,4.84
Costa Rica,2002,25-34 years,2.58
Costa Rica,2002,35-54 years,1.81
Costa Rica,2002,55-74 years,1.43
Costa Rica,2002,5-14 years,0.25
Costa Rica,2002,75+ years,0.0
Costa Rica,2003,15-24 years,7.38
Costa Rica,2003,25-34 years,2.88
Costa Rica,2003,35-54 years,2.15
Costa Rica,2003,55-74 years,1.37
Costa Rica,2003,5-14 years,0.5
Costa Rica,2003,75+ years,0.0
Costa Rica,2004,25-34 years,3.15
Costa Rica,2004,15-24 years,3.11
Costa Rica,2004,55-74 years,2.63
Costa Rica,2004,35-54 years,2.29
Costa Rica,2004,75+ years,1.77
Costa Rica,2004,5-14 years,0.76
Costa Rica,2005,15-24 years,3.58
Costa Rica,2005,35-54 years,2.97
Costa Rica,2005,25-34 years,2.17
Costa Rica,2005,55-74 years,0.84
Costa Rica,2005,5-14 years,0.51
Costa Rica,2005,75+ years,0.0
Costa Rica,2006,15-24 years,4.54
Costa Rica,2006,75+ years,3.21
Costa Rica,2006,25-34 years,3.03
Costa Rica,2006,35-54 years,2.54
Costa Rica,2006,55-74 years,2.43
Costa Rica,2006,5-14 years,1.28
Costa Rica,2007,15-24 years,5.0
Costa Rica,2007,25-34 years,3.26
Costa Rica,2007,35-54 years,1.6
Costa Rica,2007,55-74 years,1.17
Costa Rica,2007,5-14 years,0.26
Costa Rica,2007,75+ years,0.0
Costa Rica,2008,75+ years,2.94
Costa Rica,2008,15-24 years,2.24
Costa Rica,2008,55-74 years,1.88
Costa Rica,2008,35-54 years,1.75
Costa Rica,2008,25-34 years,1.73
Costa Rica,2008,5-14 years,0.52
Costa Rica,2009,25-34 years,2.81
Costa Rica,2009,15-24 years,2.73
Costa Rica,2009,35-54 years,2.23
Costa Rica,2009,55-74 years,1.81
Costa Rica,2009,5-14 years,0.8
Costa Rica,2009,75+ years,0.0
Costa Rica,2010,25-34 years,3.29
Costa Rica,2010,35-54 years,2.7
Costa Rica,2010,15-24 years,2.47
Costa Rica,2010,55-74 years,1.74
Costa Rica,2010,5-14 years,0.0
Costa Rica,2010,75+ years,0.0
Costa Rica,2011,15-24 years,4.95
Costa Rica,2011,55-74 years,2.67
Costa Rica,2011,35-54 years,2.33
Costa Rica,2011,25-34 years,2.15
Costa Rica,2011,75+ years,1.29
Costa Rica,2011,5-14 years,0.55
Costa Rica,2012,35-54 years,2.62
Costa Rica,2012,15-24 years,2.48
Costa Rica,2012,55-74 years,1.92
Costa Rica,2012,25-34 years,1.85
Costa Rica,2012,5-14 years,0.83
Costa Rica,2012,75+ years,0.0
Costa Rica,2013,25-34 years,2.85
Costa Rica,2013,35-54 years,2.1
Costa Rica,2013,15-24 years,1.99
Costa Rica,2013,55-74 years,1.53
Costa Rica,2013,75+ years,1.18
Costa Rica,2013,5-14 years,0.28
Costa Rica,2014,25-34 years,3.06
Costa Rica,2014,15-24 years,3.0
Costa Rica,2014,75+ years,2.26
Costa Rica,2014,35-54 years,1.75
Costa Rica,2014,55-74 years,1.47
Costa Rica,2014,5-14 years,0.85
Croatia,1995,75+ years,26.39
Croatia,1995,55-74 years,18.2
Croatia,1995,35-54 years,10.0
Croatia,1995,25-34 years,6.0
Croatia,1995,15-24 years,5.28
Croatia,1995,5-14 years,0.32
Croatia,1996,75+ years,27.68
Croatia,1996,55-74 years,22.12
Croatia,1996,35-54 years,10.92
Croatia,1996,25-34 years,6.51
Croatia,1996,15-24 years,6.0
Croatia,1996,5-14 years,0.99
Croatia,1997,75+ years,37.39
Croatia,1997,55-74 years,17.58
Croatia,1997,35-54 years,9.74
Croatia,1997,25-34 years,8.43
Croatia,1997,15-24 years,5.24
Croatia,1997,5-14 years,0.65
Croatia,1998,75+ years,29.72
Croatia,1998,55-74 years,25.35
Croatia,1998,35-54 years,12.57
Croatia,1998,25-34 years,5.31
Croatia,1998,15-24 years,4.66
Croatia,1998,5-14 years,0.66
Croatia,1999,75+ years,27.89
Croatia,1999,55-74 years,25.02
Croatia,1999,35-54 years,11.58
Croatia,1999,15-24 years,4.93
Croatia,1999,25-34 years,4.08
Croatia,1999,5-14 years,0.33
Croatia,2000,75+ years,34.58
Croatia,2000,55-74 years,19.54
Croatia,2000,35-54 years,11.04
Croatia,2000,25-34 years,3.65
Croatia,2000,15-24 years,3.08
Croatia,2000,5-14 years,0.0
Croatia,2001,75+ years,25.01
Croatia,2001,55-74 years,19.17
Croatia,2001,35-54 years,8.72
Croatia,2001,25-34 years,5.8
Croatia,2001,15-24 years,3.04
Croatia,2001,5-14 years,0.4
Croatia,2002,75+ years,31.29
Croatia,2002,55-74 years,16.6
Croatia,2002,35-54 years,8.31
Croatia,2002,25-34 years,7.15
Croatia,2002,15-24 years,4.39
Croatia,2002,5-14 years,0.0
Croatia,2003,75+ years,20.75
Croatia,2003,55-74 years,16.76
Croatia,2003,35-54 years,7.22
Croatia,2003,25-34 years,3.4
Croatia,2003,15-24 years,3.07
Croatia,2003,5-14 years,0.4
Croatia,2004,75+ years,23.17
Croatia,2004,55-74 years,16.36
Croatia,2004,35-54 years,9.87
Croatia,2004,25-34 years,5.73
Croatia,2004,15-24 years,4.82
Croatia,2004,5-14 years,0.4
Croatia,2005,75+ years,23.61
Croatia,2005,55-74 years,14.22
Croatia,2005,35-54 years,10.5
Croatia,2005,25-34 years,8.35
Croatia,2005,15-24 years,3.14
Croatia,2005,5-14 years,0.0
Croatia,2006,75+ years,24.26
Croatia,2006,55-74 years,16.85
Croatia,2006,35-54 years,10.4
Croatia,2006,15-24 years,3.9
Croatia,2006,25-34 years,1.98
Croatia,2006,5-14 years,0.42
Croatia,2007,75+ years,21.99
Croatia,2007,55-74 years,15.74
Croatia,2007,35-54 years,7.0
Croatia,2007,15-24 years,3.97
Croatia,2007,25-34 years,3.62
Croatia,2007,5-14 years,0.85
Croatia,2008,75+ years,22.79
Croatia,2008,55-74 years,13.42
Croatia,2008,35-54 years,7.37
Croatia,2008,25-34 years,2.95
Croatia,2008,15-24 years,2.57
Croatia,2008,5-14 years,0.43
Croatia,2009,75+ years,24.47
Croatia,2009,55-74 years,11.71
Croatia,2009,35-54 years,7.09
Croatia,2009,25-34 years,2.29
Croatia,2009,15-24 years,1.5
Croatia,2009,5-14 years,0.0
Croatia,2010,75+ years,20.75
Croatia,2010,55-74 years,13.84
Croatia,2010,35-54 years,7.97
Croatia,2010,15-24 years,4.97
Croatia,2010,25-34 years,2.29
Croatia,2010,5-14 years,0.45
Croatia,2011,75+ years,19.03
Croatia,2011,55-74 years,12.47
Croatia,2011,35-54 years,8.36
Croatia,2011,25-34 years,3.62
Croatia,2011,15-24 years,3.09
Croatia,2011,5-14 years,0.0
Croatia,2012,75+ years,19.81
Croatia,2012,55-74 years,13.47
Croatia,2012,35-54 years,7.07
Croatia,2012,25-34 years,4.59
Croatia,2012,15-24 years,2.04
Croatia,2012,5-14 years,0.48
Croatia,2013,75+ years,14.76
Croatia,2013,55-74 years,8.82
Croatia,2013,35-54 years,8.14
Croatia,2013,25-34 years,3.2
Croatia,2013,15-24 years,2.47
Croatia,2013,5-14 years,0.0
Croatia,2014,75+ years,17.44
Croatia,2014,55-74 years,12.97
Croatia,2014,35-54 years,8.39
Croatia,2014,15-24 years,5.0
Croatia,2014,25-34 years,3.97
Croatia,2014,5-14 years,0.49
Croatia,2015,75+ years,23.01
Croatia,2015,55-74 years,13.66
Croatia,2015,35-54 years,8.85
Croatia,2015,25-34 years,2.58
Croatia,2015,15-24 years,2.54
Croatia,2015,5-14 years,0.99
Croatia,2016,75+ years,16.26
Croatia,2016,55-74 years,12.51
Croatia,2016,35-54 years,8.24
Croatia,2016,15-24 years,2.6
Croatia,2016,25-34 years,2.26
Cuba,1992,75+ years,34.64
Cuba,1992,55-74 years,31.39
Cuba,1992,15-24 years,22.2
Cuba,1992,35-54 years,20.03
Cuba,1992,25-34 years,18.49
Cuba,1992,5-14 years,2.09
Cuba,1993,75+ years,40.23
Cuba,1993,55-74 years,38.25
Cuba,1993,35-54 years,19.7
Cuba,1993,15-24 years,17.85
Cuba,1993,25-34 years,17.37
Cuba,1993,5-14 years,0.9
Cuba,1994,55-74 years,32.59
Cuba,1994,75+ years,28.39
Cuba,1994,35-54 years,18.0
Cuba,1994,15-24 years,15.98
Cuba,1994,25-34 years,14.65
Cuba,1994,5-14 years,0.5
Cuba,1995,75+ years,30.92
Cuba,1995,55-74 years,23.68
Cuba,1995,35-54 years,18.12
Cuba,1995,15-24 years,17.87
Cuba,1995,25-34 years,14.77
Cuba,1995,5-14 years,1.24
Cuba,1996,75+ years,27.26
Cuba,1996,55-74 years,21.13
Cuba,1996,35-54 years,14.73
Cuba,1996,15-24 years,13.11
Cuba,1996,25-34 years,10.95
Cuba,1996,5-14 years,0.86
Cuba,1997,75+ years,25.76
Cuba,1997,55-74 years,21.48
Cuba,1997,35-54 years,16.01
Cuba,1997,25-34 years,9.64
Cuba,1997,15-24 years,8.84
