country,year,age,rate
Belarus,2001,15-24 years,39.05
Belarus,2001,5-14 years,2.49
Belarus,2002,35-54 years,88.38
Belarus,2002,55-74 years,84.32
Belarus,2002,25-34 years,74.77
Belarus,2002,75+ years,64.3
Belarus,2002,15-24 years,36.33
Belarus,2002,5-14 years,3.11
Belarus,2003,55-74 years,94.27
Belarus,2003,35-54 years,91.34
Belarus,2003,75+ years,81.1
Belarus,2003,25-34 years,78.04
Belarus,2003,15-24 years,34.58
Belarus,2003,5-14 years,1.82
Belarus,2007,75+ years,77.39
Belarus,2007,55-74 years,71.22
Belarus,2007,35-54 years,64.31
Belarus,2007,25-34 years,56.01
Belarus,2007,15-24 years,32.57
Belarus,2007,5-14 years,1.8
Belarus,2008,75+ years,82.02
Belarus,2008,35-54 years,68.85
Belarus,2008,55-74 years,67.17
Belarus,2008,25-34 years,50.86
Belarus,2008,15-24 years,30.06
Belarus,2008,5-14 years,1.03
Belarus,2009,75+ years,91.17
Belarus,2009,35-54 years,64.95
Belarus,2009,55-74 years,64.15
Belarus,2009,25-34 years,58.96
Belarus,2009,15-24 years,36.02
Belarus,2009,5-14 years,1.9
Belarus,2010,75+ years,72.34
Belarus,2010,35-54 years,64.19
Belarus,2010,55-74 years,61.52
Belarus,2010,25-34 years,52.77
Belarus,2010,15-24 years,33.91
Belarus,2010,5-14 years,1.08
Belarus,2011,75+ years,69.24
Belarus,2011,55-74 years,54.92
Belarus,2011,35-54 years,54.39
Belarus,2011,25-34 years,46.18
Belarus,2011,15-24 years,27.33
Belarus,2011,5-14 years,2.17
Belarus,2013,75+ years,73.8
Belarus,2013,55-74 years,47.83
Belarus,2013,35-54 years,46.25
Belarus,2013,25-34 years,40.55
Belarus,2013,15-24 years,23.79
Belarus,2013,5-14 years,1.06
Belarus,2014,75+ years,72.49
Belarus,2014,35-54 years,43.83
Belarus,2014,55-74 years,42.24
Belarus,2014,25-34 years,38.64
Belarus,2014,15-24 years,22.12
Belarus,2014,5-14 years,0.42
Belgium,1985,75+ years,101.52
Belgium,1985,55-74 years,51.23
Belgium,1985,35-54 years,40.15
Belgium,1985,25-34 years,31.6
Belgium,1985,15-24 years,14.06
Belgium,1985,5-14 years,1.86
Belgium,1986,75+ years,97.96
Belgium,1986,55-74 years,49.89
Belgium,1986,35-54 years,38.48
Belgium,1986,25-34 years,30.02
Belgium,1986,15-24 years,15.52
Belgium,1986,5-14 years,0.48
Belgium,1987,75+ years,103.35
Belgium,1987,55-74 years,48.46
Belgium,1987,35-54 years,38.96
Belgium,1987,25-34 years,34.59
Belgium,1987,15-24 years,16.0
Belgium,1987,5-14 years,1.75
Belgium,1988,75+ years,83.41
Belgium,1988,55-74 years,43.26
Belgium,1988,35-54 years,33.8
Belgium,1988,25-34 years,29.87
Belgium,1988,15-24 years,15.15
Belgium,1988,5-14 years,1.28
Belgium,1989,75+ years,99.64
Belgium,1989,55-74 years,38.64
Belgium,1989,35-54 years,33.29
Belgium,1989,25-34 years,26.71
Belgium,1989,15-24 years,17.26
Belgium,1989,5-14 years,0.64
Belgium,1990,75+ years,93.74
Belgium,1990,55-74 years,38.14
Belgium,1990,35-54 years,32.84
Belgium,1990,25-34 years,26.26
Belgium,1990,15-24 years,15.31
Belgium,1990,5-14 years,0.32
Belgium,1991,75+ years,93.48
Belgium,1991,55-74 years,33.48
Belgium,1991,35-54 years,32.5
Belgium,1991,25-34 years,28.88
Belgium,1991,15-24 years,14.36
Belgium,1991,5-14 years,0.65
Belgium,1992,75+ years,83.26
Belgium,1992,55-74 years,35.21
Belgium,1992,35-54 years,33.96
Belgium,1992,25-34 years,28.89
Belgium,1992,15-24 years,16.67
Belgium,1992,5-14 years,0.81
Belgium,1993,75+ years,95.01
Belgium,1993,35-54 years,42.57
Belgium,1993,55-74 years,38.14
Belgium,1993,25-34 years,34.06
Belgium,1993,15-24 years,20.47
Belgium,1993,5-14 years,0.65
Belgium,1994,75+ years,97.66
Belgium,1994,35-54 years,39.35
Belgium,1994,55-74 years,39.01
Belgium,1994,25-34 years,33.08
Belgium,1994,15-24 years,22.68
Belgium,1994,5-14 years,1.61
Belgium,1995,75+ years,79.98
Belgium,1995,35-54 years,42.66
Belgium,1995,55-74 years,40.43
Belgium,1995,25-34 years,30.67
Belgium,1995,15-24 years,21.61
Belgium,1995,5-14 years,1.61
Belgium,1996,75+ years,78.0
Belgium,1996,35-54 years,38.86
Belgium,1996,55-74 years,36.63
Belgium,1996,25-34 years,30.38
Belgium,1996,15-24 years,21.57
Belgium,1996,5-14 years,0.48
Belgium,1997,75+ years,86.8
Belgium,1997,35-54 years,42.41
Belgium,1997,55-74 years,35.89
Belgium,1997,25-34 years,34.87
Belgium,1997,15-24 years,19.21
Belgium,1997,5-14 years,0.96
Belgium,1998,75+ years,76.51
Belgium,1998,35-54 years,38.81
Belgium,1998,55-74 years,34.65
Belgium,1998,25-34 years,30.86
Belgium,1998,15-24 years,21.37
Belgium,1998,5-14 years,0.8
Belgium,1999,75+ years,58.73
Belgium,1999,35-54 years,37.39
Belgium,1999,55-74 years,34.63
Belgium,1999,25-34 years,27.24
Belgium,1999,15-24 years,17.85
Belgium,1999,5-14 years,1.43
Belgium,2000,75+ years,67.19
Belgium,2000,35-54 years,38.96
Belgium,2000,55-74 years,37.06
Belgium,2000,25-34 years,36.24
Belgium,2000,15-24 years,22.02
Belgium,2000,5-14 years,0.64
Belgium,2001,75+ years,62.94
Belgium,2001,35-54 years,44.99
Belgium,2001,55-74 years,37.55
Belgium,2001,25-34 years,33.31
Belgium,2001,15-24 years,18.68
Belgium,2001,5-14 years,1.11
Belgium,2002,75+ years,61.64
Belgium,2002,35-54 years,41.5
Belgium,2002,55-74 years,35.23
Belgium,2002,25-34 years,33.15
Belgium,2002,15-24 years,16.88
Belgium,2002,5-14 years,0.32
Belgium,2003,75+ years,61.93
Belgium,2003,35-54 years,44.47
Belgium,2003,55-74 years,32.69
Belgium,2003,25-34 years,31.47
Belgium,2003,15-24 years,19.01
Belgium,2003,5-14 years,1.27
Belgium,2004,75+ years,52.7
Belgium,2004,35-54 years,40.05
Belgium,2004,55-74 years,34.11
Belgium,2004,25-34 years,29.44
Belgium,2004,15-24 years,19.42
Belgium,2004,5-14 years,0.48
Belgium,2005,75+ years,55.13
Belgium,2005,35-54 years,41.49
Belgium,2005,55-74 years,36.34
Belgium,2005,25-34 years,28.18
Belgium,2005,15-24 years,15.28
Belgium,2005,5-14 years,0.16
Belgium,2006,75+ years,44.39
Belgium,2006,35-54 years,39.51
Belgium,2006,55-74 years,32.34
Belgium,2006,25-34 years,31.47
Belgium,2006,15-24 years,13.32
Belgium,2006,5-14 years,0.16
Belgium,2007,75+ years,49.17
Belgium,2007,35-54 years,36.87
Belgium,2007,55-74 years,29.52
Belgium,2007,25-34 years,25.23
Belgium,2007,15-24 years,13.97
Belgium,2007,5-14 years,0.98
Belgium,2008,75+ years,50.97
Belgium,2008,35-54 years,41.18
Belgium,2008,55-74 years,32.11
Belgium,2008,25-34 years,25.59
Belgium,2008,15-24 years,16.74
Belgium,2008,5-14 years,0.49
Belgium,2009,75+ years,49.46
Belgium,2009,35-54 years,40.92
Belgium,2009,55-74 years,34.02
Belgium,2009,25-34 years,26.05
Belgium,2009,15-24 years,13.6
Belgium,2009,5-14 years,0.65
Belgium,2010,75+ years,51.69
Belgium,2010,35-54 years,39.45
Belgium,2010,55-74 years,32.82
Belgium,2010,25-34 years,26.42
Belgium,2010,15-24 years,14.77
Belgium,2010,5-14 years,1.14
Belgium,2011,75+ years,54.26
Belgium,2011,35-54 years,38.22
Belgium,2011,55-74 years,36.9
Belgium,2011,25-34 years,22.77
Belgium,2011,15-24 years,16.11
Belgium,2011,5-14 years,0.8
Belgium,2012,75+ years,51.74
Belgium,2012,35-54 years,38.85
Belgium,2012,55-74 years,33.85
Belgium,2012,25-34 years,26.69
Belgium,2012,15-24 years,14.68
Belgium,2012,5-14 years,0.48
Belgium,2013,75+ years,48.3
Belgium,2013,35-54 years,36.01
Belgium,2013,55-74 years,30.9
Belgium,2013,25-34 years,21.81
Belgium,2013,15-24 years,13.4
Belgium,2013,5-14 years,0.47
Belgium,2014,75+ years,48.22
Belgium,2014,35-54 years,33.69
Belgium,2014,55-74 years,30.85
Belgium,2014,25-34 years,23.05
Belgium,2014,15-24 years,12.58
Belgium,2014,5-14 years,0.62
Belgium,2015,75+ years,45.06
Belgium,2015,35-54 years,33.74
Belgium,2015,55-74 years,29.41
Belgium,2015,25-34 years,22.09
Belgium,2015,15-24 years,13.84
Belgium,2015,5-14 years,0.31
Belize,1986,25-34 years,8.26
Belize,1986,15-24 years,5.49
Belize,1986,35-54 years,0.0
Belize,1986,5-14 years,0.0
Belize,1986,55-74 years,0.0
Belize,1986,75+ years,0.0
Belize,1987,25-34 years,16.93
Belize,1987,35-54 years,9.21
Belize,1987,15-24 years,5.27
Belize,1987,5-14 years,0.0
Belize,1987,55-74 years,0.0
Belize,1987,75+ years,0.0
Belize,1989,15-24 years,5.16
Belize,1989,25-34 years,0.0
Belize,1989,35-54 years,0.0
Belize,1989,5-14 years,0.0
Belize,1989,55-74 years,0.0
Belize,1989,75+ years,0.0
Belize,1990,55-74 years,15.87
Belize,1990,35-54 years,8.85
Belize,1990,15-24 years,0.0
Belize,1990,25-34 years,0.0
Belize,1990,5-14 years,0.0
Belize,1990,75+ years,0.0
Belize,1991,55-74 years,15.38
Belize,1991,35-54 years,8.55
Belize,1991,15-24 years,0.0
Belize,1991,25-34 years,0.0
Belize,1991,5-14 years,0.0
Belize,1991,75+ years,0.0
Belize,1993,25-34 years,6.49
Belize,1993,15-24 years,0.0
Belize,1993,35-54 years,0.0
Belize,1993,5-14 years,0.0
Belize,1993,55-74 years,0.0
Belize,1993,75+ years,0.0
Belize,1994,75+ years,64.14
Belize,1994,35-54 years,20.27
Belize,1994,55-74 years,14.87
Belize,1994,25-34 years,13.15
Belize,1994,15-24 years,0.0
Belize,1994,5-14 years,0.0
Belize,1995,75+ years,62.5
Belize,1995,25-34 years,24.24
Belize,1995,35-54 years,21.43
Belize,1995,15-24 years,17.02
Belize,1995,55-74 years,14.49
Belize,1995,5-14 years,0.0
Belize,1996,55-74 years,28.69
Belize,1996,15-24 years,14.05
Belize,1996,35-54 years,12.14
Belize,1996,25-34 years,6.41
Belize,1996,5-14 years,0.0
Belize,1996,75+ years,0.0
Belize,1997,35-54 years,5.77
Belize,1997,15-24 years,0.0
Belize,1997,25-34 years,0.0
Belize,1997,5-14 years,0.0
Belize,1997,55-74 years,0.0
Belize,1997,75+ years,0.0
Belize,1998,55-74 years,28.0
Belize,1998,25-34 years,23.27
Belize,1998,35-54 years,16.46
Belize,1998,15-24 years,8.42
Belize,1998,5-14 years,0.0
Belize,1998,75+ years,0.0
Belize,1999,15-24 years,32.43
Belize,1999,35-54 years,26.25
Belize,1999,25-34 years,21.83
Belize,1999,5-14 years,3.21
Belize,1999,55-74 years,0.0
Belize,1999,75+ years,0.0
Belize,2000,75+ years,62.77
Belize,2000,55-74 years,27.23
Belize,2000,25-34 years,20.48
Belize,2000,35-54 years,20.19
Belize,2000,15-24 years,11.83
Belize,2000,5-14 years,0.0
Belize,2001,75+ years,61.46
Belize,2001,25-34 years,34.12
Belize,2001,15-24 years,19.18
Belize,2001,35-54 years,14.47
Belize,2001,55-74 years,13.64
Belize,2001,5-14 years,0.0
Belize,2002,35-54 years,27.6
Belize,2002,55-74 years,13.66
Belize,2002,25-34 years,4.68
Belize,2002,15-24 years,3.74
Belize,2002,5-14 years,0.0
Belize,2002,75+ years,0.0
Belize,2003,55-74 years,13.68
Belize,2003,25-34 years,13.63
Belize,2003,35-54 years,8.74
Belize,2003,15-24 years,3.64
Belize,2003,5-14 years,2.88
Belize,2003,75+ years,0.0
Belize,2004,55-74 years,41.01
Belize,2004,15-24 years,24.84
Belize,2004,35-54 years,20.66
Belize,2004,25-34 years,17.73
Belize,2004,5-14 years,0.0
Belize,2004,75+ years,0.0
Belize,2005,25-34 years,21.68
Belize,2005,15-24 years,10.38
Belize,2005,35-54 years,7.78
Belize,2005,5-14 years,2.75
Belize,2005,55-74 years,0.0
Belize,2005,75+ years,0.0
Belize,2006,35-54 years,14.57
Belize,2006,15-24 years,10.18
Belize,2006,25-34 years,4.32
Belize,2006,5-14 years,2.7
Belize,2006,55-74 years,0.0
Belize,2006,75+ years,0.0
Belize,2007,75+ years,55.49
Belize,2007,35-54 years,6.88
Belize,2007,15-24 years,6.65
Belize,2007,5-14 years,2.66
Belize,2007,25-34 years,0.0
Belize,2007,55-74 years,0.0
Belize,2008,75+ years,51.79
Belize,2008,35-54 years,19.67
Belize,2008,15-24 years,6.5
Belize,2008,25-34 years,4.26
Belize,2008,5-14 years,0.0
Belize,2008,55-74 years,0.0
Belize,2009,15-24 years,15.86
Belize,2009,25-34 years,12.65
Belize,2009,55-74 years,9.5
Belize,2009,35-54 years,6.3
Belize,2009,5-14 years,0.0
Belize,2009,75+ years,0.0
Belize,2010,55-74 years,17.31
Belize,2010,25-34 years,16.63
Belize,2010,35-54 years,15.27
Belize,2010,15-24 years,6.18
Belize,2010,5-14 years,0.0
Belize,2010,75+ years,0.0
Belize,2011,75+ years,43.42
Belize,2011,25-34 years,36.11
Belize,2011,15-24 years,26.93
Belize,2011,35-54 years,23.68
Belize,2011,55-74 years,8.38
Belize,2011,5-14 years,0.0
Belize,2012,55-74 years,24.31
Belize,2012,25-34 years,23.21
Belize,2012,35-54 years,17.25
Belize,2012,15-24 years,2.91
Belize,2012,5-14 years,0.0
Belize,2012,75+ years,0.0
Belize,2013,35-54 years,19.56
Belize,2013,25-34 years,14.9
Belize,2013,15-24 years,11.32
Belize,2013,55-74 years,7.81
Belize,2013,5-14 years,0.0
Belize,2013,75+ years,0.0
Belize,2014,55-74 years,29.96
Belize,2014,25-34 years,25.1
Belize,2014,35-54 years,13.58
Belize,2014,15-24 years,5.53
Belize,2014,5-14 years,0.0
Belize,2014,75+ years,0.0
Belize,2015,75+ years,44.17
Belize,2015,25-34 years,31.08
Belize,2015,55-74 years,21.43
Belize,2015,35-54 years,10.56
Belize,2015,5-14 years,7.68
Belize,2015,15-24 years,5.41
Bosnia and Herzegovina,2011,55-74 years,0.55
Bosnia and Herzegovina,2011,25-34 years,0.4
Bosnia and Herzegovina,2011,35-54 years,0.36
Bosnia and Herzegovina,2011,15-24 years,0.0
Bosnia and Herzegovina,2011,5-14 years,0.0
Bosnia and Herzegovina,2011,75+ years,0.0
Bosnia and Herzegovina,2014,75+ years,38.45
Bosnia and Herzegovina,2014,55-74 years,20.92
Bosnia and Herzegovina,2014,35-54 years,17.96
Bosnia and Herzegovina,2014,25-34 years,7.52
Bosnia and Herzegovina,2014,15-24 years,2.19
Bosnia and Herzegovina,2014,5-14 years,0.44
Brazil,1985,75+ years,15.35
Brazil,1985,55-74 years,9.97
Brazil,1985,35-54 years,8.43
Brazil,1985,25-34 years,7.35
Brazil,1985,15-24 years,4.78
Brazil,1985,5-14 years,0.22
Brazil,1986,75+ years,12.5
Brazil,1986,55-74 years,10.58
Brazil,1986,35-54 years,7.8
Brazil,1986,25-34 years,7.62
Brazil,1986,15-24 years,5.13
Brazil,1986,5-14 years,0.17
Brazil,1987,75+ years,22.73
Brazil,1987,55-74 years,12.53
Brazil,1987,35-54 years,8.6
Brazil,1987,25-34 years,7.68
Brazil,1987,15-24 years,5.05
Brazil,1987,5-14 years,0.21
Brazil,1988,75+ years,19.98
Brazil,1988,55-74 years,10.04
Brazil,1988,35-54 years,8.42
Brazil,1988,25-34 years,7.32
Brazil,1988,15-24 years,4.65
Brazil,1988,5-14 years,0.2
Brazil,1989,75+ years,20.53
Brazil,1989,55-74 years,10.03
Brazil,1989,35-54 years,7.79
Brazil,1989,25-34 years,7.48
Brazil,1989,15-24 years,5.02
Brazil,1989,5-14 years,0.16
Brazil,1990,75+ years,21.92
Brazil,1990,55-74 years,10.79
Brazil,1990,35-54 years,7.96
Brazil,1990,25-34 years,7.75
Brazil,1990,15-24 years,5.02
Brazil,1990,5-14 years,0.19
Brazil,1991,75+ years,21.1
Brazil,1991,55-74 years,11.52
Brazil,1991,35-54 years,9.12
Brazil,1991,25-34 years,8.03
Brazil,1991,15-24 years,5.22
Brazil,1991,5-14 years,0.23
Brazil,1992,75+ years,19.36
Brazil,1992,55-74 years,10.9
Brazil,1992,35-54 years,9.34
Brazil,1992,25-34 years,7.7
Brazil,1992,15-24 years,5.44
Brazil,1992,5-14 years,0.21
Brazil,1993,75+ years,21.64
Brazil,1993,55-74 years,10.32
Brazil,1993,25-34 years,9.12
Brazil,1993,35-54 years,8.84
Brazil,1993,15-24 years,6.01
Brazil,1993,5-14 years,0.28
Brazil,1994,75+ years,22.68
Brazil,1994,55-74 years,11.56
Brazil,1994,25-34 years,9.31
Brazil,1994,35-54 years,8.95
Brazil,1994,15-24 years,6.36
Brazil,1994,5-14 years,0.26
Brazil,1995,75+ years,22.33
Brazil,1995,55-74 years,12.57
Brazil,1995,35-54 years,10.26
Brazil,1995,25-34 years,9.85
Brazil,1995,15-24 years,6.84
Brazil,1995,5-14 years,0.21
Brazil,1996,75+ years,20.42
Brazil,1996,55-74 years,12.0
Brazil,1996,35-54 years,10.65
Brazil,1996,25-34 years,9.35
Brazil,1996,15-24 years,7.2
Brazil,1996,5-14 years,0.38
Brazil,1997,75+ years,23.92
Brazil,1997,55-74 years,13.08
Brazil,1997,35-54 years,10.46
Brazil,1997,25-34 years,9.87
Brazil,1997,15-24 years,6.67
Brazil,1997,5-14 years,0.29
Brazil,1998,75+ years,22.4
Brazil,1998,55-74 years,13.22
Brazil,1998,35-54 years,10.36
Brazil,1998,25-34 years,9.34
Brazil,1998,15-24 years,6.45
Brazil,1998,5-14 years,0.28
Brazil,1999,75+ years,20.93
Brazil,1999,55-74 years,11.28
Brazil,1999,35-54 years,10.0
Brazil,1999,25-34 years,8.61
Brazil,1999,15-24 years,6.41
Brazil,1999,5-14 years,0.28
Brazil,2000,75+ years,19.95
Brazil,2000,55-74 years,12.02
Brazil,2000,35-54 years,10.16
Brazil,2000,25-34 years,8.51
Brazil,2000,15-24 years,5.93
Brazil,2000,5-14 years,0.23
Brazil,2001,75+ years,20.99
Brazil,2001,55-74 years,12.48
Brazil,2001,35-54 years,11.06
Brazil,2001,25-34 years,9.78
Brazil,2001,15-24 years,7.13
Brazil,2001,5-14 years,0.32
Brazil,2002,75+ years,17.53
Brazil,2002,55-74 years,11.74
Brazil,2002,35-54 years,10.53
Brazil,2002,25-34 years,9.56
Brazil,2002,15-24 years,6.86
Brazil,2002,5-14 years,0.31
Brazil,2003,75+ years,16.47
Brazil,2003,55-74 years,12.13
Brazil,2003,35-54 years,10.83
Brazil,2003,25-34 years,9.43
Brazil,2003,15-24 years,7.0
Brazil,2003,5-14 years,0.34
Brazil,2004,75+ years,19.07
Brazil,2004,55-74 years,11.59
Brazil,2004,35-54 years,10.26
Brazil,2004,25-34 years,9.79
Brazil,2004,15-24 years,7.06
Brazil,2004,5-14 years,0.27
Brazil,2005,75+ years,19.95
Brazil,2005,55-74 years,13.19
Brazil,2005,35-54 years,11.2
Brazil,2005,25-34 years,9.52
Brazil,2005,15-24 years,6.9
Brazil,2005,5-14 years,0.29
Brazil,2006,75+ years,17.45
Brazil,2006,55-74 years,12.02
Brazil,2006,35-54 years,11.17
Brazil,2006,25-34 years,9.78
Brazil,2006,15-24 years,7.16
Brazil,2006,5-14 years,0.36
Brazil,2007,75+ years,18.44
Brazil,2007,55-74 years,12.69
Brazil,2007,35-54 years,10.87
Brazil,2007,25-34 years,10.01
Brazil,2007,15-24 years,7.04
Brazil,2007,5-14 years,0.38
Brazil,2008,75+ years,18.4
Brazil,2008,55-74 years,12.04
Brazil,2008,35-54 years,11.06
Brazil,2008,25-34 years,10.38
Brazil,2008,15-24 years,7.69
Brazil,2008,5-14 years,0.31
Brazil,2009,75+ years,16.36
Brazil,2009,55-74 years,12.22
Brazil,2009,35-54 years,11.39
Brazil,2009,25-34 years,10.97
Brazil,2009,15-24 years,7.14
Brazil,2009,5-14 years,0.36
Brazil,2010,75+ years,19.02
Brazil,2010,55-74 years,11.43
Brazil,2010,25-34 years,10.76
Brazil,2010,35-54 years,10.55
Brazil,2010,15-24 years,7.27
Brazil,2010,5-14 years,0.32
Brazil,2011,75+ years,17.58
Brazil,2011,55-74 years,11.8
Brazil,2011,25-34 years,11.06
Brazil,2011,35-54 years,11.03
Brazil,2011,15-24 years,7.55
Brazil,2011,5-14 years,0.37
Brazil,2012,75+ years,17.71
Brazil,2012,55-74 years,12.55
Brazil,2012,35-54 years,11.33
Brazil,2012,25-34 years,11.08
Brazil,2012,15-24 years,7.44
Brazil,2012,5-14 years,0.47
Brazil,2013,75+ years,16.51
Brazil,2013,55-74 years,12.25
Brazil,2013,35-54 years,11.76
Brazil,2013,25-34 years,11.43
Brazil,2013,15-24 years,7.47
Brazil,2013,5-14 years,0.43
Brazil,2014,75+ years,16.6
Brazil,2014,55-74 years,12.28
Brazil,2014,35-54 years,11.52
Brazil,2014,25-34 years,11.26
Brazil,2014,15-24 years,7.71
Brazil,2014,5-14 years,0.52
Brazil,2015,75+ years,19.19
Brazil,2015,55-74 years,13.04
Brazil,2015,35-54 years,12.0
Brazil,2015,25-34 years,10.76
Brazil,2015,15-24 years,7.91
Brazil,2015,5-14 years,0.49
Bulgaria,1985,75+ years,131.17
Bulgaria,1985,55-74 years,39.13
Bulgaria,1985,35-54 years,22.83
Bulgaria,1985,25-34 years,16.81
Bulgaria,1985,15-24 years,12.76
Bulgaria,1985,5-14 years,1.65
Bulgaria,1986,75+ years,103.8
Bulgaria,1986,55-74 years,35.63
Bulgaria,1986,35-54 years,23.82
Bulgaria,1986,25-34 years,19.68
Bulgaria,1986,15-24 years,10.6
Bulgaria,1986,5-14 years,1.8
Bulgaria,1987,75+ years,131.87
Bulgaria,1987,55-74 years,40.73
Bulgaria,1987,35-54 years,23.95
Bulgaria,1987,25-34 years,17.34
Bulgaria,1987,15-24 years,13.07
Bulgaria,1987,5-14 years,2.23
Bulgaria,1988,75+ years,118.12
Bulgaria,1988,55-74 years,40.11
Bulgaria,1988,35-54 years,23.56
Bulgaria,1988,25-34 years,15.73
Bulgaria,1988,15-24 years,12.5
Bulgaria,1988,5-14 years,3.14
Bulgaria,1989,75+ years,122.41
Bulgaria,1989,55-74 years,39.67
Bulgaria,1989,35-54 years,24.54
Bulgaria,1989,25-34 years,17.15
Bulgaria,1989,15-24 years,10.89
Bulgaria,1989,5-14 years,2.73
Bulgaria,1990,75+ years,97.1
Bulgaria,1990,55-74 years,33.66
Bulgaria,1990,35-54 years,20.56
Bulgaria,1990,25-34 years,17.18
Bulgaria,1990,15-24 years,13.92
Bulgaria,1990,5-14 years,2.16
Bulgaria,1991,75+ years,114.88
Bulgaria,1991,55-74 years,34.75
Bulgaria,1991,35-54 years,24.48
Bulgaria,1991,25-34 years,18.25
Bulgaria,1991,15-24 years,12.13
Bulgaria,1991,5-14 years,1.88
Bulgaria,1992,75+ years,125.23
Bulgaria,1992,55-74 years,41.97
Bulgaria,1992,35-54 years,28.31
Bulgaria,1992,25-34 years,19.98
Bulgaria,1992,15-24 years,15.65
Bulgaria,1992,5-14 years,1.02
Bulgaria,1993,75+ years,90.15
Bulgaria,1993,55-74 years,39.89
Bulgaria,1993,35-54 years,27.43
Bulgaria,1993,25-34 years,20.92
Bulgaria,1993,15-24 years,15.44
Bulgaria,1993,5-14 years,1.73
Bulgaria,1994,75+ years,112.47
Bulgaria,1994,55-74 years,41.51
Bulgaria,1994,35-54 years,29.24
Bulgaria,1994,25-34 years,15.59
Bulgaria,1994,15-24 years,13.35
Bulgaria,1994,5-14 years,1.59
Bulgaria,1995,75+ years,104.77
Bulgaria,1995,55-74 years,40.29
Bulgaria,1995,35-54 years,27.24
Bulgaria,1995,25-34 years,17.97
Bulgaria,1995,15-24 years,13.86
Bulgaria,1995,5-14 years,1.26
Bulgaria,1996,75+ years,114.92
Bulgaria,1996,55-74 years,41.03
Bulgaria,1996,35-54 years,33.29
Bulgaria,1996,25-34 years,16.11
Bulgaria,1996,15-24 years,15.17
Bulgaria,1996,5-14 years,1.29
Bulgaria,1997,75+ years,98.77
Bulgaria,1997,55-74 years,41.21
Bulgaria,1997,35-54 years,26.62
Bulgaria,1997,25-34 years,15.35
Bulgaria,1997,15-24 years,14.08
Bulgaria,1997,5-14 years,1.89
Bulgaria,1998,75+ years,115.52
Bulgaria,1998,55-74 years,43.08
Bulgaria,1998,35-54 years,26.45
Bulgaria,1998,25-34 years,16.7
Bulgaria,1998,15-24 years,14.76
Bulgaria,1998,5-14 years,1.74
Bulgaria,1999,75+ years,99.11
Bulgaria,1999,55-74 years,38.64
Bulgaria,1999,35-54 years,26.63
Bulgaria,1999,25-34 years,15.1
Bulgaria,1999,15-24 years,12.0
Bulgaria,1999,5-14 years,1.4
Bulgaria,2000,75+ years,96.58
Bulgaria,2000,55-74 years,35.52
Bulgaria,2000,35-54 years,32.91
Bulgaria,2000,25-34 years,17.36
Bulgaria,2000,15-24 years,8.91
Bulgaria,2000,5-14 years,1.04
Bulgaria,2001,75+ years,84.01
Bulgaria,2001,55-74 years,39.86
Bulgaria,2001,35-54 years,27.37
Bulgaria,2001,25-34 years,17.55
Bulgaria,2001,15-24 years,11.06
Bulgaria,2001,5-14 years,0.89
Bulgaria,2002,75+ years,91.16
Bulgaria,2002,55-74 years,40.79
Bulgaria,2002,35-54 years,28.96
Bulgaria,2002,25-34 years,17.26
Bulgaria,2002,15-24 years,9.07
Bulgaria,2002,5-14 years,1.4
Bulgaria,2003,75+ years,81.04
Bulgaria,2003,55-74 years,31.23
Bulgaria,2003,35-54 years,24.16
Bulgaria,2003,25-34 years,11.82
Bulgaria,2003,15-24 years,8.82
Bulgaria,2003,5-14 years,1.47
Bulgaria,2004,75+ years,68.88
Bulgaria,2004,55-74 years,30.68
Bulgaria,2004,35-54 years,22.13
Bulgaria,2004,25-34 years,12.67
Bulgaria,2004,15-24 years,7.29
Bulgaria,2004,5-14 years,1.29
Bulgaria,2005,75+ years,60.05
Bulgaria,2005,55-74 years,33.3
Bulgaria,2005,35-54 years,20.02
Bulgaria,2005,25-34 years,13.02
Bulgaria,2005,15-24 years,7.21
Bulgaria,2005,5-14 years,0.81
Bulgaria,2006,75+ years,72.48
Bulgaria,2006,55-74 years,33.93
Bulgaria,2006,35-54 years,18.42
Bulgaria,2006,25-34 years,13.55
Bulgaria,2006,15-24 years,8.47
Bulgaria,2006,5-14 years,1.12
Bulgaria,2007,75+ years,70.16
Bulgaria,2007,55-74 years,29.59
Bulgaria,2007,35-54 years,16.97
Bulgaria,2007,25-34 years,9.43
Bulgaria,2007,15-24 years,7.52
Bulgaria,2007,5-14 years,0.0
Bulgaria,2008,75+ years,60.36
Bulgaria,2008,55-74 years,30.93
Bulgaria,2008,35-54 years,19.37
Bulgaria,2008,25-34 years,10.31
Bulgaria,2008,15-24 years,9.52
Bulgaria,2008,5-14 years,0.29
Bulgaria,2009,75+ years,53.96
Bulgaria,2009,55-74 years,30.13
Bulgaria,2009,35-54 years,19.93
Bulgaria,2009,25-34 years,10.42
Bulgaria,2009,15-24 years,5.95
Bulgaria,2009,5-14 years,0.3
Bulgaria,2010,75+ years,61.01
Bulgaria,2010,55-74 years,27.16
Bulgaria,2010,35-54 years,19.09
Bulgaria,2010,25-34 years,10.06
Bulgaria,2010,15-24 years,7.49
Bulgaria,2010,5-14 years,0.3
Bulgaria,2011,75+ years,43.2
Bulgaria,2011,55-74 years,25.68
Bulgaria,2011,35-54 years,19.07
Bulgaria,2011,25-34 years,10.86
Bulgaria,2011,15-24 years,8.13
Bulgaria,2011,5-14 years,0.6
